Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(1911): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.86 ms
Iteration(1912): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.09 ms
Iteration(1913): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1914): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.96 ms
Iteration(1915): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.06 ms
Iteration(1916): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.19 ms
Iteration(1917): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.80 ms
Iteration(1918): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.11 ms
Iteration(1919): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.44 ms
Iteration(1920): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.89 ms
Iteration(1921): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.16 ms
Iteration(1922): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.29 ms
Iteration(1923): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1924): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.36 ms
Iteration(1925): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.88 ms
Iteration(1926): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.00 ms
Iteration(1927): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.30 ms
Iteration(1928): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.95 ms
Iteration(1929): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.84 ms
Iteration(1930): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.74 ms
Iteration(1931): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.57 ms
Iteration(1932): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.48 ms
Iteration(1933): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.46 ms
Iteration(1934): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1935): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.66 ms
Iteration(1936): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.82 ms
Iteration(1937): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.53 ms
Iteration(1938): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.06 ms
Iteration(1939): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.22 ms
Iteration(1940): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.68 ms
Iteration(1941): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1942): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.67 ms
Iteration(1943): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.64 ms
Iteration(1944): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.58 ms
Iteration(1945): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.10 ms
Iteration(1946): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1947): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1948): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.71 ms
Iteration(1949): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.56 ms
Iteration(1950): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.33 ms
Iteration(1951): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.63 ms
Iteration(1952): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.40 ms
Iteration(1953): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.64 ms
Iteration(1954): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.46 ms
Iteration(1955): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.89 ms
Iteration(1956): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.55 ms
Iteration(1957): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.38 ms
Iteration(1958): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.19 ms
Iteration(1959): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.73 ms
Iteration(1960): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.39 ms
Iteration(1961): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.71 ms
Iteration(1962): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.60 ms
Iteration(1963): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.96 ms
Iteration(1964): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.07 ms
Iteration(1965): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.55 ms
Iteration(1966): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.81 ms
Iteration(1967): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.76 ms
Iteration(1968): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.85 ms
Iteration(1969): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.38 ms
Iteration(1970): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.97 ms
Iteration(1971): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.75 ms
Iteration(1972): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.61 ms
Iteration(1973): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1974): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.05 ms
Iteration(1975): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.50 ms
Iteration(1976): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.28 ms
Iteration(1977): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.75 ms
Iteration(1978): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.42 ms
Iteration(1979): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1980): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.63 ms
Iteration(1981): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.28 ms
Iteration(1982): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.19 ms
Iteration(1983): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1984): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.67 ms
Iteration(1985): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.58 ms
Iteration(1986): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.31 ms
Iteration(1987): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.49 ms
Iteration(1988): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.27 ms
Iteration(1989): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.75 ms
Iteration(1990): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.87 ms
Iteration(1991): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.83 ms
Iteration(1992): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.13 ms
Iteration(1993): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.16 ms
Iteration(1994): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.18 ms
Iteration(1995): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.00 ms
Iteration(1996): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.89 ms
Iteration(1997): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.03 ms
